id,drought_stress_factor_1_to_5,growth_scenario,market_gravity
48_24,4,low_growth,100
48_25,4,low_growth,100
48_26,4,low_growth,100
48_27,4,low_growth,100
48_28,4,low_growth,100
48_29,4,low_growth,100
48_3,4,low_growth,100
48_30,4,low_growth,100
48_31,4,low_growth,100
48_32,4,low_growth,100
48_33,4,low_growth,100
48_4,4,low_growth,100
48_5,4,low_growth,100
48_6,4,low_growth,100
48_7,4,low_growth,100
48_8,4,low_growth,100
48_9,4,low_growth,100
49_0,3,low_growth,100
49_1,3,low_growth,100
49_2,3,low_growth,100
49_3,3,low_growth,100
51_0,1,low_growth,100
51_1,1,low_growth,100
51_10,1,low_growth,100
51_11,1,low_growth,100
51_12,4,low_growth,100
51_13,1,low_growth,100
51_14,1,low_growth,100
51_15,1,low_growth,100
51_16,4,low_growth,100
51_17,4,low_growth,100
